target_id,qval_illumina_25,b_illumina_25,qval_illumina_30,b_illumina_30,qval_EPS_RNA_25,b_EPS_RNA_25,qval_SRR_RNA_30,b_SRR_RNA_30
lcl|NC_014931.1_cds_WP_013538601.1_130,3.47E-18,2.201261996,8.64E-05,3.524339877,2.77E-05,1.217643732,6.82E-15,-1.440952747
lcl|NC_014931.1_cds_WP_013538603.1_132,NA,NA,0.00365082,-0.868027851,9.24E-12,-1.280024421,NA,NA
lcl|NC_014931.1_cds_WP_013538604.1_133,NA,NA,0.004792707,-1.076715097,NA,NA,NA,NA
lcl|NC_014931.1_cds_WP_013538605.1_134,NA,NA,NA,NA,6.94E-04,0.767056535,7.85E-05,0.394564327
lcl|NC_014931.1_cds_WP_013538606.1_135,0.009399382,0.646364584,NA,NA,NA,NA,NA,NA
lcl|NC_014931.1_cds_WP_013538607.1_136,NA,NA,0.013873412,-0.58275449,6.79E-04,-0.691113117,2.81E-05,-0.417977309
lcl|NC_014931.1_cds_WP_013538608.1_137,NA,NA,NA,NA,NA,NA,1.37E-19,-1.460719442
lcl|NC_014931.1_cds_WP_013538609.1_138,NA,NA,NA,NA,0.002248537,-1.275816433,NA,NA
lcl|NC_014931.1_cds_WP_013538610.1_139,NA,NA,NA,NA,0.041998766,-0.7523368,0.031711835,-0.355979221
lcl|NC_014931.1_cds_WP_013538611.1_140,1.24E-07,-0.50391713,2.60E-11,-1.60127108,8.30E-05,-1.094670033,5.28E-26,-1.274713281
lcl|NC_014931.1_cds_WP_013538612.1_141,NA,NA,NA,NA,NA,NA,2.57E-18,-0.911261275
lcl|NC_014931.1_cds_WP_013538613.1_142,NA,NA,NA,NA,0.006865541,-0.692281378,NA,NA
lcl|NC_014931.1_cds_WP_013538615.1_144,NA,NA,NA,NA,1.21E-05,-0.752568743,1.75E-04,-0.527701612
lcl|NC_014931.1_cds_WP_013538616.1_145,3.76E-05,-0.45318599,0.001189118,-0.706645213,0.008339597,-0.570410293,NA,NA
lcl|NC_014931.1_cds_WP_013538617.1_146,0.019131096,-0.443503507,NA,NA,0.008425785,0.51110503,0.0095693,-0.630676674
lcl|NC_014931.1_cds_WP_013538618.1_147,NA,NA,NA,NA,NA,NA,2.16E-04,-0.672989107
lcl|NC_014931.1_cds_WP_013538619.1_148,NA,NA,NA,NA,NA,NA,0.023016512,-0.547547461
lcl|NC_014931.1_cds_WP_013538620.1_149,NA,NA,NA,NA,0.024235593,-0.658650745,3.48E-04,-1.059878376
